ID,Gender,WeightClass,Country,Name,Nickname,CareerEarnings,Win,Loss,WinPercentage,Draw,NoContest,CurrentChampion
266,Male,Lightweight,Other,Jon Tuck,Super Saiyan,116,3,2,0.6,,,
267,Male,Lightweight,CAN,Mitch Clarke,Danger Zone,104,2,3,0.4,,,
268,Male,Lightweight,POL,Piotr Hallmann,Pletwal,212,2,3,0.4,,,
269,Male,Lightweight,USA,Drew Dober,,64,1,3,0.25,,1,
270,Male,Lightweight,USA,James Vick,The Texecutioner,122,4,0,1,,,
271,Male,Lightweight,BRA,Leonardo Santos,,91,3,0,1,1,,
272,Male,Lightweight,CAN,Olivier Aubin-Mercier,,120.5,3,1,0.75,,,
273,Male,Lightweight,Other,Nick Hein,Sergeant,80.5,3,1,0.75,,,
274,Male,Lightweight,CAN,Chad Laprise,Disciple,133.5,3,1,0.75,,,
275,Male,Lightweight,BRA,Carlos Diego Ferreira,,166,2,2,0.5,,,
276,Male,Lightweight,USA,Paul Felder,The Irish Dragon,177,2,2,0.5,,,
277,Male,Lightweight,BRA,Michel Prazares,Trator,44,2,2,0.5,,,
278,Male,Lightweight,USA,Tony Martin,,42,1,3,0.25,,,
279,Male,Lightweight,BRA,Gilbert Burns,Durinho,90,3,0,1,,,
280,Male,Lightweight,USA,Johnny Case,Hollywood,110,3,0,1,,,
281,Male,Lightweight,RUS,Rashid Magomedov,Highlander,60,3,0,1,,,
282,Male,Lightweight,USA,Chris Wade,,60,3,0,1,,,
283,Male,Lightweight,BRA,Yan Cabral,,46,2,1,0.67,,,
284,Male,Lightweight,CAN,Kajan Johnson,Ragin,100.5,2,1,0.67,,,
285,Male,Lightweight,Other,Reza Madadi,Mad Dog,92,2,1,0.67,,,
286,Male,Lightweight,AUS,Jake Matthews,The Celtic Kid,48,2,1,0.67,,,
287,Male,Lightweight,BRA,Alex Oliveira,Cowboy,52,2,1,0.67,,,
288,Male,Lightweight,BRA,Alan Patrick,Nuguette,40,2,1,0.67,,,
289,Male,Lightweight,USA,Vinc Pichel,From Hell,40,2,1,0.67,,,
290,Male,Lightweight,MEX,Akbarh Arreola,El Caballero,34,1,2,0.33,,,
291,Male,Lightweight,KOR,Tae Hyun Bang,Supernatural,134,1,2,0.33,,,
292,Male,Lightweight,RUS,Alexander Yakovlev,Thunder Of The North,32,1,2,0.33,,,
293,Male,Lightweight,IRE,Joseph Duffy,Irish Joe,92.5,2,0,1,,,
294,Male,Lightweight,GBR,Stevie Ray,Braveheart,92.5,2,0,1,,,
295,Male,Lightweight,USA,Eddie Alvarez,The Silent Assassin,200,1,1,0.5,,,
296,Male,Lightweight,USA,Bryan Barberena,Bam Bam,76,1,1,0.5,,,
297,Male,Lightweight,CAN,Shane Campbell,Shaolin,30.5,1,1,0.5,,,
298,Male,Lightweight,USA,Joe Ellenberger,Excalibur,26,1,1,0.5,,,
299,Male,Lightweight,BRA,Valmir Lazaro,Bidu,24,1,1,0.5,,,
300,Male,Lightweight,Other,Mickael Lebout,Ragnar,34.5,1,1,0.5,,,
301,Male,Lightweight,RUS,Islam Makhachev,,34.5,1,1,0.5,,,
302,Male,Lightweight,USA,Cody Pfister,The Fist,30.5,1,1,0.5,,,
303,Male,Lightweight,CAN,Jason Saggo,,26,1,1,0.5,,,
304,Male,Lightweight,USA,Tony Sims,,34.5,1,1,0.5,,,
305,Male,Lightweight,BRA,Glaico Franca,Nego,22.5,1,0,1,,,
306,Male,Lightweight,USA,Andrew Holbrook,,22.5,1,0,1,,,
307,Male,Lightweight,USA,Scott Holtzman,Hot Sauce,22.5,1,0,1,,,
308,Male,Lightweight,RUS,Magomed Mustafaev,,20,1,0,1,,,
309,Male,Lightweight,USA,Sage Northcutt,Super,24.9,1,0,1,,,
310,Male,Lightweight,BRA,Joaquim Silva,Netto BJJ,22.5,1,0,1,,,
311,Male,Lightweight,BRA,Fernando Bruno,Açougueiro,12.5,0,1,0,,,
312,Male,Lightweight,JPN,Yusuke Kasuya,,12.5,0,1,0,,,
313,Male,Lightweight,USA,Leo Kuntz,The Lion,10,0,1,0,,,
314,Male,Lightweight,Other,Teemu Packalen,Pacu,12.5,0,1,0,,,
315,Male,Lightweight,POL,Lukasz Sajewski,Wookie,10,0,1,0,,,
316,Male,Lightweight,BRA,Felipe Olivieri,,0,0,0,0,,,
317,Male,Featherweight,USA,Diego Sanchez,The Dream,1617,14,7,0.67,,,
318,Male,Featherweight,USA,Clay Guida,The Carpenter,1216,12,9,0.57,,,
319,Male,Featherweight,USA,Jeremy Stephens,Lil' Heathen,888,11,10,0.52,,,
320,Male,Featherweight,Other,Dennis Siver,The Menace,918.2,11,8,0.58,,1,
321,Male,Featherweight,USA,Frankie Edgar,The Answer,2351,13,4,0.76,1,,
322,Male,Featherweight,USA,Cub Swanson,Cub,584,11,6,0.65,,,
323,Male,Featherweight,USA,Cole Miller,Magrinho,617,10,7,0.59,,,
324,Male,Featherweight,BRA,Thiago Tavares,,613,9,6,0.6,1,,
325,Male,Featherweight,BRA,Jose Aldo,Junior,1345,15,0,1,,,X
326,Male,Featherweight,USA,Chad Mendes,Money,1177,12,3,0.8,,,
327,Male,Featherweight,USA,Ricardo Lamas,The Bully,335,10,4,0.71,,,
328,Male,Featherweight,BRA,Charles Oliveira,Do Bronx,857.3,8,5,0.62,,1,
329,Male,Featherweight,USA,Max Holloway,Blessed,572,10,3,0.77,,,
330,Male,Featherweight,BRA,Renan Barao,The Baron,1096,10,2,0.83,,,
331,Male,Featherweight,USA,Darren Elkins,The Damage,341,8,4,0.67,,,
332,Male,Featherweight,USA,Alex Caceres,Bruce Leroy,377,5,6,0.45,,1,
333,Male,Featherweight,USA,Dennis Bermudez,The Menace,531,7,3,0.7,,,
334,Male,Featherweight,BRA,Diego Brandao,DB,465,6,3,0.67,,,
335,Male,Featherweight,USA,Sam Sicilia,,155,5,4,0.56,,,
336,Male,Featherweight,Other,Maximo Blanco,Maxi,193.4,4,4,0.5,,,
337,Male,Featherweight,USA,Myles Jury,The Fury,136,6,1,0.86,,,
338,Male,Featherweight,BRA,Rony Jason,Jason,311,4,2,0.67,,1,
339,Male,Featherweight,BRA,Godofredo Castro,Pepey,266,4,3,0.57,,,
340,Male,Featherweight,USA,Matt Grice,The Real One,140,2,5,0.29,,,
341,Male,Featherweight,IRE,Conor McGregor,The Notorious,1182,6,0,1,,,
342,Male,Featherweight,USA,Jimy Hettes,The Kid,106,3,3,0.5,,,
343,Male,Featherweight,KOR,Chan-Sung Jung,The Korean Zombie,284,3,3,0.5,,,
344,Male,Featherweight,BRA,Lucas Martins,Mineiro,174,3,3,0.5,,,
345,Male,Featherweight,USA,Yaotzin Meza,,109,2,3,0.4,,1,
346,Male,Featherweight,BRA,Hacran Dias,Barnabe,70,3,2,0.6,,,
347,Male,Featherweight,JPN,Katsunori Kikuno,,72.5,2,3,0.4,,,
348,Male,Featherweight,USA,Chas Skelly,The Scrapper,68,3,1,0.75,,,
349,Male,Featherweight,USA,Andre Fili,Touchy,44.8,2,2,0.5,,,
350,Male,Featherweight,Other,Dan Hooker,The Hangman,110.5,2,2,0.5,,,
351,Male,Featherweight,JPN,Tatsuya Kawajiri,The Crusher,98,2,2,0.5,,,
352,Male,Featherweight,USA,Mike De La Torre,El Cucuy,56.1,1,2,0.33,,1,
353,Male,Featherweight,USA,Clay Collard,Cassius,46.5,1,3,0.25,,,
354,Male,Featherweight,USA,Phillipe Nover,Super,64,1,3,0.25,,,
355,Male,Featherweight,JPN,Mizuto Hirota,Pugnus,24.5,0,3,0,1,,
356,Male,Featherweight,Other,Mirsad Bektic,,61.6,3,0,1,,,
357,Male,Featherweight,MEX,Yair Rodriguez,Pantera,128.5,3,0,1,,,
358,Male,Featherweight,BRA,Edimilson Souza,Kevin,148,3,0,1,,,
359,Male,Featherweight,Other,Noad Lahat,Neo,40,2,1,0.67,,,
360,Male,Featherweight,BRA,Tiago Trator,Trator,48.5,2,1,0.67,,,
361,Male,Featherweight,GBR,Rob Whiteford,The Hammer,26.5,2,1,0.67,,,
362,Male,Featherweight,GBR,Mike Wilkinson,The Warrior,90,2,1,0.67,,,
363,Male,Featherweight,Other,Mark Eddiva,,86,1,2,0.33,,,
364,Male,Featherweight,USA,Charles Rosa,Boston Strong,140,1,2,0.33,,,
365,Male,Featherweight,USA,Alex White,The Spartan,86,1,2,0.33,,,
366,Male,Featherweight,Other,Makwan Amirkhani,Mr. Finland,90,2,0,1,,,
367,Male,Featherweight,MEX,Gabriel Benitez,Moggly,40,2,0,1,,,
368,Male,Featherweight,RUS,Zubaira Tukhugov,Warrior,32,2,0,1,,,
369,Male,Featherweight,USA,Brian Ortega,T-City,90,1,0,1,,1,
370,Male,Featherweight,USA,Jim Alers,The Beast,26,1,1,0.5,,,
371,Male,Featherweight,MEX,Masio Fullen,El Lobo,28,1,1,0.5,,,
372,Male,Featherweight,Other,Levan Makashvili,The Hornet,36,1,1,0.5,,,
373,Male,Featherweight,KOR,Yui Chul Nam,The Korean Bulldozer,76,1,1,0.5,,,
374,Male,Featherweight,USA,Damon Jackson,The Leech,18,0,1,0,,1,
375,Male,Featherweight,Other,Alan Omer,,18,0,2,0,,,
376,Male,Featherweight,IRE,Paul Redmond,Redser,18.9,0,2,0,,,
377,Male,Featherweight,GBR,Arnold Allen,Almighty,70,1,0,1,,,
378,Male,Featherweight,KOR,Doo Ho Choi,The Korean Superboy,16,1,0,1,,,
379,Male,Featherweight,BRA,Renato Carneiro,Moicano,16,1,0,1,,,
380,Male,Featherweight,Other,Diego Rivas,Pitbull,16,1,0,1,,,
381,Male,Featherweight,JPN,Teruto Ishihara,Yashabo,12.5,0,0,0,1,,
382,Male,Featherweight,BRA,Alexandre Capitao,Capitão,0,0,0,0,,,
383,Male,Featherweight,Other,Carlos Galindo,Tailandes,0,0,0,0,,,
384,Male,Featherweight,RUS,Bekbulat Magomedov,,0,0,0,0,,,
385,Male,Bantamweight,USA,Urijah Faber,The California Kid,1371,16,7,0.7,,,
386,Male,Bantamweight,USA,Scott Jorgensen,Young Guns,636.9,11,10,0.52,,,
387,Male,Bantamweight,JPN,Takeya Mizugaki,,463,10,7,0.59,,,
388,Male,Bantamweight,Other,Manny Gamburyan,The Anvil,369,9,7,0.56,,1,
389,Male,Bantamweight,BRA,Rani Yahya,,263,10,5,0.67,,1,
390,Male,Bantamweight,USA,George Roop,,217,6,9,0.4,1,,
391,Male,Bantamweight,GBR,Brad Pickett,One-Punch,534,7,7,0.5,,,
392,Male,Bantamweight,USA,Eddie Wineland,,219,7,7,0.5,,,
393,Male,Bantamweight,BRA,Raphael Assuncao,,388,10,3,0.77,,,
394,Male,Bantamweight,Other,Yves Jabouin,Tiger,172,6,7,0.46,,,
395,Male,Bantamweight,BRA,Iuri Alcantara,Marajó,268,8,3,0.73,,1,
396,Male,Bantamweight,USA,Dominick Cruz,Dominator,305,10,1,0.91,,,
397,Male,Bantamweight,USA,T.J. Dillashaw,The Viper,668,8,2,0.8,,,X
398,Male,Bantamweight,USA,Francisco Rivera,Cisco,226,4,5,0.44,,1,
399,Male,Bantamweight,BRA,John Lineker,Hands of Stone,369.5,7,2,0.78,,,
400,Male,Bantamweight,USA,Bryan Caraway,Kid Lightning,253,5,4,0.56,,,
401,Male,Bantamweight,USA,John Dodson,The Magician,451,6,2,0.75,,,
402,Male,Bantamweight,USA,Michael McDonald,Mayday,339,6,2,0.75,,,
403,Male,Bantamweight,BRA,Felipe Arantes,Sertanejo,160.5,4,3,0.57,1,,
404,Male,Bantamweight,CAN,Mitch Gagnon,,207,4,2,0.67,,,
405,Male,Bantamweight,MEX,Erik Perez,Goyito,119,4,2,0.67,,,
406,Male,Bantamweight,BRA,Hugo Viana,Wolverine,82.6,3,3,0.5,,,
407,Male,Bantamweight,KOR,Kyung Ho Kang,Mr. Perfect,102,2,1,0.67,,1,
408,Male,Bantamweight,USA,Russell Doane,,108.5,2,2,0.5,,,
409,Male,Bantamweight,BRA,Leandro Issa,Brodinho,157,2,2,0.5,,,
410,Male,Bantamweight,JPN,Norifumi Yamamoto,Kid,60,0,3,0,,1,
411,Male,Bantamweight,BRA,Thomas Almeida,Thominhas,162.5,3,0,1,,,
412,Male,Bantamweight,USA,Frankie Saenz,,62.5,3,0,1,,,
413,Male,Bantamweight,USA,Aljamain Sterling,Funk Master,60,3,0,1,,,
414,Male,Bantamweight,BRA,Johnny Eduardo,,84,2,1,0.67,,,
415,Male,Bantamweight,BRA,Pedro Munhoz,The Young Punisher,44,2,1,0.67,,,
416,Male,Bantamweight,USA,Matt Hobar,The Crowbar,76,1,2,0.33,,,
417,Male,Bantamweight,USA,Jerrod Sanders,J-Reazie,38.5,1,2,0.33,,,
418,Male,Bantamweight,JPN,Ulka Sasaki,Ulka,88,1,2,0.33,,,
419,Male,Bantamweight,USA,Roman Salazar,El Gallito,28.5,0,2,0,,1,
420,Male,Bantamweight,CHN,Jumabieke Tuerxon,Leopard,74,0,3,0,,,
421,Male,Bantamweight,USA,Cody Garbrandt,No Love,38.5,2,0,1,,,
422,Male,Bantamweight,CHN,Ning Guangyou,Smasher,38.4,2,0,1,,,
423,Male,Bantamweight,USA,Chris Holdsworth,Holds It Down,96,2,0,1,,,
424,Male,Bantamweight,Other,Taylor Lapilus,Double Impact,40,2,0,1,,,
425,Male,Bantamweight,USA,Anthony Birchak,El Toro,44,1,1,0.5,,,
426,Male,Bantamweight,MEX,Henry Briones,Bure,78.5,1,1,0.5,,,
427,Male,Bantamweight,Other,Guido Canetti,Ninja,80.5,1,1,0.5,,,
428,Male,Bantamweight,GBR,Ian Entwistle,Enty,74,1,1,0.5,,,
429,Male,Bantamweight,SWE,Sirwan Kakai,Zohan,34.5,1,1,0.5,,,
430,Male,Bantamweight,JPN,Masanori Kanehara,,40.5,1,1,0.5,,,
431,Male,Bantamweight,MEX,Alejandro Perez,Diablito,28,1,1,0.5,,,
432,Male,Bantamweight,MEX,Jose Quinonez,Teco,30,1,1,0.5,,,
433,Male,Bantamweight,BRA,Douglas Silva de Andrade,D Silva,24,1,1,0.5,,,
434,Male,Bantamweight,JPN,Michinori Tanaka,,76,1,1,0.5,,,
435,Male,Bantamweight,Other,Marlon Vera,Chito,80.5,1,1,0.5,,,
436,Male,Bantamweight,USA,Patrick Williams,The Animal,78,1,1,0.5,,,
437,Male,Bantamweight,Other,Leonardo Morales,Chimmy,16,0,2,0,,,
438,Male,Bantamweight,USA,Joe Soto,One Bad Mofo,40,0,2,0,,,
439,Male,Bantamweight,MEX,Marco Beltran,Psycho,16,1,0,1,,,
440,Male,Bantamweight,USA,Rob Font,,66,1,0,1,,,
441,Male,Bantamweight,USA,Jimmie Rivera,El Terror,22.5,1,0,1,,,
442,Male,Bantamweight,BRA,Reginaldo Vieira,,22.5,1,0,1,,,
443,Male,Bantamweight,GBR,Davey Grant,Dangerous,8,0,1,0,,,
444,Male,Bantamweight,BRA,Dileno Lopes,,12.5,0,1,0,,,
445,Male,Bantamweight,POL,Damian Stasiak,Webster,8,0,1,0,,,
446,Female,Bantamweight,USA,Ronda Rousey,Rowdy,1080,10,0,1,,,X
447,Female,Bantamweight,USA,Miesha Tate,Cupcake,464,6,3,0.67,,,
448,Female,Bantamweight,CAN,Alexis Davis,Ally-Gator,130,6,2,0.75,,,
449,Female,Bantamweight,BRA,Amanda Nunes,The Lioness,162,4,2,0.67,,,
450,Female,Bantamweight,CAN,Sarah Kaufman,,32,3,2,0.6,,1,
451,Female,Bantamweight,USA,Liz Carmouche,Girlrilla,104,2,4,0.33,,,
452,Female,Bantamweight,Other,Germaine de Randamie,The Iron Lady,45,3,2,0.6,,,
453,Female,Bantamweight,USA,Raquel Pennington,Rocky,128.5,3,2,0.6,,,
454,Female,Bantamweight,USA,Sara McMann,,112.5,2,3,0.4,,,
455,Female,Bantamweight,USA,Jessica Eye,Evil,65,1,3,0.25,,1,
456,Female,Bantamweight,BRA,Bethe Correia,Pitbull,100,3,1,0.75,,,
457,Female,Bantamweight,USA,Jessamyn Duke,The Gun,46.5,1,3,0.25,,,
458,Female,Bantamweight,USA,Julianna Pena,The Venezuelan Vixen,128.5,3,0,1,,,
459,Female,Bantamweight,USA,Marion Reneau,Belizean Bruiser,102.1,2,1,0.67,,,
460,Female,Bantamweight,USA,Cat Zingano,Alpha,182,2,1,0.67,,,
461,Female,Bantamweight,USA,Elizabeth Phillips,,38.5,1,2,0.33,,,
462,Female,Bantamweight,USA,Leslie Smith,The Peacemaker,34,1,2,0.33,,,
463,Female,Bantamweight,USA,Holly Holm,The Preacher's Daughter,102.5,2,0,1,,,
464,Female,Bantamweight,RUS,Milana Dudieva,,26,1,1,0.5,,,
465,Female,Bantamweight,CAN,Sarah Moras,Cheesecake,30.5,1,1,0.5,,,
466,Female,Bantamweight,USA,Lauren Murphy,,16,0,2,0,,,
467,Female,Bantamweight,BRA,Larissa Pacheco,,8,0,2,0,,,
468,Female,Bantamweight,BRA,Cristiane Justino,Cyborg,388,0,0,0,,1,
469,Female,Bantamweight,USA,Ashlee Evans-Smith,,8,0,1,0,,,
470,Female,Bantamweight,JPN,Rin Nakai,,8,0,1,0,,,
471,Male,Flyweight,USA,Joseph Benavidez,The Beefcake,919.5,15,4,0.79,,,
472,Male,Flyweight,USA,Demetrious Johnson,Mighty Mouse,1483,13,2,0.87,1,,X
473,Male,Flyweight,USA,Chris Cariaso,Kamikaze,236,8,7,0.53,,,
474,Male,Flyweight,USA,Ian McCall,Uncle Creepy,216.3,3,5,0.38,1,,
475,Male,Flyweight,USA,John Moraga,,291,5,3,0.63,,,
476,Male,Flyweight,USA,Chico Camus,King,125.8,3,4,0.43,,1,
477,Male,Flyweight,GBR,Vaughan Lee,Love,143.5,3,5,0.38,,,
478,Male,Flyweight,JPN,Kyoji Horiguchi,,167,5,1,0.83,,,
479,Male,Flyweight,BRA,Jussier Formiga,Formiga,116,4,2,0.67,,,
480,Male,Flyweight,USA,Dustin Ortiz,,129,4,2,0.67,,,
481,Male,Flyweight,USA,Sergio Pettis,The Phenom,241,4,2,0.67,,,
482,Male,Flyweight,RUS,Ali Bagautinov,Puncher,90.5,3,2,0.6,,,
483,Male,Flyweight,USA,Zach Makovsky,Fun Size,105,3,2,0.6,,,
484,Male,Flyweight,BRA,Wilson Reis,,86.6,3,2,0.6,,,
485,Male,Flyweight,USA,Justin Scoggins,Tank,86,3,2,0.6,,,
486,Male,Flyweight,USA,Ray Borg,The Tazmexican Devil,168.1,3,1,0.75,,,
487,Male,Flyweight,IRE,Patrick Holohan,The Hooligan,122.5,3,1,0.75,,,
488,Male,Flyweight,USA,Louis Smolka,Da Last Samurai,142.5,3,1,0.75,,,
489,Male,Flyweight,USA,Chris Beal,The Real Deal,112.5,2,2,0.5,,,
490,Male,Flyweight,IRE,Neil Seery,2Tap,61.5,2,2,0.5,,,
491,Male,Flyweight,USA,Danny Martinez,The Gremlin,76,0,4,0,,,
492,Male,Flyweight,USA,Henry Cejudo,The Messenger,102,3,0,1,,,
493,Male,Flyweight,CAN,Chris Kelades,,102.5,2,1,0.67,,,
494,Male,Flyweight,USA,Willie Gates,Whoop Ass,45,1,2,0.33,,,
495,Male,Flyweight,Other,Jon Delos Reyes,The Heat,82,1,2,0.33,,,
496,Male,Flyweight,AUS,Richie Vaculik,Vas,24,1,2,0.33,,,
497,Male,Flyweight,USA,Ryan Benoit,Baby Face,124.8,1,1,0.5,,,
498,Male,Flyweight,USA,Joby Sanchez,,24,1,1,0.5,,,
499,Male,Flyweight,CHN,Yao Zhikui,The Conqueror,24,1,1,0.5,,,
500,Male,Flyweight,Other,Roldan Sangcha-an,The Executioner,66,0,2,0,,,
501,Male,Flyweight,USA,Ben Nguyen,,16,1,0,1,,,
502,Male,Flyweight,Other,Fredy Serrano,El Profe,66,1,0,1,,,
503,Male,Flyweight,USA,Geane Herrera,La Pulga,14.9,0,1,0,,,
504,Male,Flyweight,BRA,Bruno Korea,Korea,0,0,0,0,,,
505,Male,Flyweight,BRA,Matheus Nicolau,,0,0,0,0,,,
506,Female,Strawweight,BRA,Jessica Andrade,Bate Estaca,146,4,3,0.57,,,
507,Female,Strawweight,POL,Joanna Jedrzejczyk,,136,4,0,1,,,X
508,Female,Strawweight,CAN,Valerie Letourneau,Trouble,62.5,3,0,1,,,
509,Female,Strawweight,USA,Paige VanZant,12 Gauge,112.5,3,0,1,,,
510,Female,Strawweight,GBR,Joanne Calderwood,Badmofo JoJo,102.5,2,1,0.67,,,
511,Female,Strawweight,BRA,Claudia Gadelha,Claudinha,52.5,2,1,0.67,,,
512,Female,Strawweight,BRA,Juliana Lima,Ju Thai,48,2,1,0.67,,,
513,Female,Strawweight,AUS,Alex Chambers,Astro Girl,91.7,1,2,0.33,,,
514,Female,Strawweight,USA,Angela Hill,Overkill,42.5,1,2,0.33,,,
515,Female,Strawweight,USA,Tecia Torres,The Tiny Tornado,40,2,0,1,,,
516,Female,Strawweight,IRE,Aisling Daly,Ais the Bash,22.8,1,1,0.5,,,
517,Female,Strawweight,USA,Carla Esparza,Cookie Monster,127,1,1,0.5,,,
518,Female,Strawweight,USA,Felice Herrig,Lil Bulldog,26,1,1,0.5,,,
519,Female,Strawweight,Other,Randa Markos,Quiet Storm,74,1,1,0.5,,,
520,Female,Strawweight,Other,Maryna Moroz,The Iron Woman,80.5,1,1,0.5,,,
521,Female,Strawweight,USA,Rose Namajunas,Thug,170,1,1,0.5,,,
522,Female,Strawweight,USA,Jessica Penne,,132,1,1,0.5,,,
523,Female,Strawweight,AUS,Bec Rawlings,Rowdy,24,1,1,0.5,,,
524,Female,Strawweight,USA,Kailin Curran,,66,0,2,0,,,
525,Female,Strawweight,USA,Angela Magana,Your Majesty,20.5,0,2,0,,,
526,Female,Strawweight,RUS,Aleksandra Albu,Stitch,16,1,0,1,,,
527,Female,Strawweight,USA,Heather Jo Clark,Hurricane,16,1,0,1,,,
528,Female,Strawweight,USA,Michelle Waterson,The Karate Hottie,32.5,1,0,1,,,
529,Female,Strawweight,MEX,Jessica Aguilar,Jag,12.5,0,1,0,,,
530,Female,Strawweight,BRA,Ericka Almeida,,10,0,1,0,,,
531,Female,Strawweight,USA,Nina Ansaroff,The Strina,16,0,1,0,,,
532,Female,Strawweight,USA,Cortney Casey-Sanchez,Cast Iron,62.5,0,1,0,,,
533,Female,Strawweight,KOR,Seohee Ham,Hamderlei Silva,8,0,1,0,,,
534,Female,Strawweight,USA,Emily Kagan,,8,0,1,0,,,
535,Female,Strawweight,Other,Tina Lahdemaki,Jelly Bean,8,0,1,0,,,
536,Female,Strawweight,POL,Karolina Kowalkiewicz,,0,0,0,0,,,
